Values_03_17_59,Values_03_26_33,Values_03_35_07,Values_03_43_50,Values_03_53_09,Values_04_03_46,Values_04_29_11
1.414574489,1.502589042,1.631150669,1.755230371,1.856571386,1.932826866,1.920972131
1.433172963,1.541611555,1.688104471,1.826018949,1.93730289,2.02046226,2.013408747
1.450962171,1.579325502,1.743034176,1.894067169,2.014689925,2.1042879,2.101953826
1.467862396,1.61558598,1.795751625,1.959162365,2.088507533,2.184073285,2.186357956
1.48379711,1.650256116,1.846083426,2.021113549,2.158558418,2.259620288,2.266406811
1.49869316,1.683207207,1.893870839,2.079750906,2.22467203,2.330761856,2.341919884
1.512480925,1.714318778,1.938969486,2.13492502,2.286703306,2.397360331,2.412748799
1.525094455,1.74347855,1.981248894,2.186505874,2.344531106,2.459305409,2.478775219
1.536471577,1.770582335,2.020591896,2.234381623,2.398056402,2.516511811,2.53990841
1.546553982,1.795533861,2.056893909,2.278457208,2.447200231,2.56891671,2.596082534
1.555287295,1.818244537,2.090062096,2.31865281,2.491901502,2.616476973,2.647253715
1.56262113,1.838633172,2.120014462,2.35490221,2.532114659,2.659166276,2.693396945
1.568509125,1.856625664,2.146678883,2.387151073,2.567807294,2.696972156,2.734502903
1.572908978,1.872154662,2.169992108,2.415355205,2.59895772,2.729893054,2.77057474
1.575782465,1.885159216,2.18989875,2.439478809,2.625552585,2.757935404,2.8016249
1.577095468,1.895584434,2.206350297,2.459492793,2.647584552,2.78111083,2.827672022
1.576817989,1.903381153,2.219304165,2.475373151,2.665050098,2.799433496,2.848738007
1.574924179,1.908505633,2.228722818,2.487099459,2.677947473,2.812917652,2.86484526
1.571392364,1.910919298,2.234572973,2.494653515,2.68627486,2.821575432,2.876014196
1.566205084,1.910588512,2.236824919,2.498018155,2.690028764,2.825414923,2.882261019
1.559349141,1.907484432,2.235451955,2.497176264,2.689202669,2.824438564,2.883595829
1.550815655,1.901582909,2.230429985,2.492110022,2.683785988,2.818641879,2.880021086
1.54060014,1.892864478,2.221737263,2.482800388,2.673763332,2.808012587,2.871530457
1.52870259,1.881314424,2.209354315,2.469226847,2.659114112,2.792530105,2.858108062
1.515127573,1.866922925,2.193264043,2.451367441,2.639812507,2.772165463,2.839728159
1.49988435,1.849685295,2.173452016,2.429199087,2.615827785,2.746881642,2.816355266
1.482986997,1.829602303,2.149906957,2.402698188,2.58712502,2.716634357,2.787944741
1.464454544,1.806680583,2.122621418,2.371841543,2.553666182,2.681373277,2.75444383
1.444311117,1.780933124,2.091592652,2.336607564,2.515411619,2.641043702,2.715793192
1.422586094,1.752379842,2.056823661,2.296977773,2.472321917,2.595588687,2.671928898
1.399314257,1.721048212,2.018324424,2.252938591,2.424360136,2.544951605,2.622784911
1.374535946,1.686973965,1.976113272,2.204483381,2.371494401,2.489079141,2.568296027
1.348297213,1.650201832,1.930218413,2.151614742,2.313700833,2.427924701,2.508401279
1.320649957,1.610786314,1.880679561,2.094347006,2.250966772,2.361452188,2.443047759
1.291652055,1.568792475,1.82754965,2.03270891,2.183294273,2.28964012,2.372194845
1.261367466,1.524296726,1.770896604,1.966746398,2.110703796,2.212486025,2.295818757
1.229866316,1.477387589,1.710805117,1.896525495,2.033238051,2.130011048,2.213917412
1.197224953,1.428166422,1.6473784,1.822135193,1.950965912,2.042264679,2.12651546
1.163525961,1.376748064,1.580739861,1.74369028,1.863986299,1.949329508,2.033669438
1.128858138,1.32326141,1.511034658,1.661334046,1.772431961,1.851325888,1.935472897
1.093316433,1.267849858,1.438431074,1.575240765,1.676473018,1.748416368,1.832061397
1.057001825,1.210671633,1.363121679,1.485617887,1.57632017,1.640809771,1.723617188
1.02002115,1.15189995,1.285324208,1.392707855,1.472227445,1.528764743,1.610373453
0.982486881,1.091723008,1.205282127,1.296789446,1.364494361,1.412592649,1.492617917
0.94451683,1.030343786,1.123264825,1.19817858,1.253467391,1.292659639,1.370695671
0.906233806,0.967979647,1.039567413,1.097228508,1.139540635,1.16938776,1.245011038
0.867765202,0.904861714,0.954510093,0.994329338,1.023155582,1.043254996,1.116028339
0.829242516,0.841234038,0.868437071,0.889906844,0.904799927,0.914794121,0.984271435
0.790800823,0.777352536,0.781715016,0.784420538,0.78500537,0.784590333,0.85032195
0.752578174,0.713483715,0.694731061,0.678361008,0.664344407,0.653277615,0.714816133
0.714714947,0.649903193,0.607890367,0.572246538,0.543426125,0.521533872,0.578440337
0.677353148,0.586894013,0.521613272,0.466619051,0.422891062,0.390074899,0.441925191
0.640635657,0.524744797,0.436332069,0.362039451,0.303405226,0.259647305,0.306038548
0.604705443,0.463747727,0.35248747,0.259082453,0.185653409,0.131020544,0.17157736
0.569704739,0.404196422,0.270524808,0.158330991,0.070331932,0.004978274,0.039358707
0.535774194,0.346383697,0.190890049,0.060370358,-0.041858975,-0.117690753,-0.089789811
0.503052007,0.290599271,0.114025696,-0.034217831,-0.150222996,-0.236202002,-0.215040027
0.471673054,0.237127443,0.040366649,-0.124861682,-0.254075534,-0.349784428,-0.335573248
0.441768009,0.186244758,-0.029663895,-0.211004969,-0.352751325,-0.457689458,-0.450590074
0.413462485,0.138217726,-0.095658429,-0.292112844,-0.445611675,-0.559199471,-0.55931978
0.38687618,0.093300597,-0.157228947,-0.367677213,-0.532051181,-0.65363557,-0.661028985
0.362122058,0.051733233,-0.21401053,-0.437221678,-0.6115038,-0.740364509,-0.755029455
0.339305567,0.013739113,-0.26566463,-0.50030598,-0.683448188,-0.818804675,-0.840684885
0.318523896,-0.020476525,-0.31188205,-0.556529904,-0.747412258,-0.888431068,-0.917416606
0.299865285,-0.050728373,-0.352385565,-0.605536602,-0.802976936,-0.948779285,-0.984708171
0.28340839,-0.076852552,-0.38693219,-0.647015351,-0.849779144,-0.99944854,-1.042108865
0.269221722,-0.098707927,-0.415315066,-0.680703754,-0.887514049,-1.04010382,-1.089236223
0.257363143,-0.116177211,-0.437364988,-0.706389408,-0.915936649,-1.07047727,-1.125777673
0.247879449,-0.129167863,-0.452951578,-0.723911093,-0.934862785,-1.090368931,-1.15149142
0.240806017,-0.137612778,-0.461984107,-0.733159522,-0.944169655,-1.099646969,-1.166206752
0.236166548,-0.141470757,-0.464411996,-0.734077697,-0.943795928,-1.098247514,-1.169823898
0.233972885,-0.140726782,-0.460225005,-0.72666092,-0.93374152,-1.086174205,-1.162313572
0.234224913,-0.135392066,-0.449453136,-0.710956497,-0.914067108,-1.063497536,-1.143716305
0.236910554,-0.125503919,-0.432166249,-0.687063146,-0.8848934,-1.03035404,-1.114141652
0.242005838,-0.111125404,-0.408473412,-0.655130154,-0.846400196,-0.986945334,-1.073767295
0.24947506,-0.092344804,-0.378521997,-0.615356249,-0.798825224,-0.933537009,-1.022838041
0.259271023,-0.069274906,-0.342496507,-0.567988208,-0.742462726,-0.870457308,-0.961664685
0.271335357,-0.042052101,-0.300617153,-0.513319165,-0.677661747,-0.798095532,-0.890622644
0.285598913,-0.010835311,-0.253138173,-0.451686604,-0.604824067,-0.716900072,-0.81015028
0.301982232,0.024195253,-0.200345886,-0.383470001,-0.524401727,-0.627375971,-0.720746781
0.320396088,0.062839488,-0.142556488,-0.309088098,-0.436894065,-0.530081922,-0.6229695
0.340742081,0.104878942,-0.080113586,-0.22899578,-0.342844219,-0.425626594,-0.517430606
0.362913298,0.150078499,-0.013385489,-0.143680545,-0.242835069,-0.314664251,-0.404792988
0.386795026,0.198188184,0.057237754,-0.05365857,-0.137484568,-0.197889586,-0.28576531
0.412265501,0.248945078,0.131347522,0.040529609,-0.02744051,-0.076031805,-0.161096213
0.439196704,0.302075316,0.208519991,0.138323778,0.086625262,0.050152034,-0.031567663
0.467455185,0.357296162,0.28831966,0.239149026,0.204023127,0.179884326,0.102012491
0.496902906,0.414318128,0.370302985,0.342420963,0.324052339,0.312374762,0.238818634
0.527398103,0.472847117,0.454022083,0.44755109,0.446007948,0.446828547,0.378016042
0.558796153,0.532586563,0.539028446,0.553952222,0.569187841,0.582454814,0.518769863
0.590950443,0.593239548,0.624876605,0.661043868,0.692899759,0.718475025,0.660254224
0.623713224,0.654510858,0.711127688,0.768257441,0.8164681,0.854131154,0.801661222
0.656936454,0.716108966,0.797352802,0.875041218,0.939240377,0.988693412,0.942209547
0.690472612,0.777747909,0.883136202,0.980864909,1.060593156,1.121467351,1.081152512
0.724175488,0.839149036,0.968078169,1.085223779,1.179937332,1.251800122,1.217785276
0.757900929,0.900042612,1.051797577,1.18764222,1.296722649,1.379085782,1.351451059
0.791507545,0.960169255,1.133934092,1.287676711,1.410441345,1.502769491,1.481546227
0.824857369,1.0192812,1.214149984,1.384918142,1.520630889,1.622350572,1.607524124
0.857816462,1.077143364,1.292131542,1.478993444,1.626875765,1.73738437,1.728897611
0.890255466,1.133534233,1.367590068,1.569566565,1.728808317,1.847482939,1.845240296
0.922050103,1.188246541,1.440262471,1.656338771,1.826108682,1.952314612,1.956186512
0.953081606,1.241087758,1.509911469,1.739048327,1.918503876,2.051602521,2.061430103
0.983237104,1.291880397,1.576325418,1.817469606,2.005766117,2.145122207,2.160722145
1.012409941,1.340462138,1.639317811,1.891411689,2.087710472,2.232698424,2.253867746
1.040499943,1.38668579,1.698726466,1.960716521,2.164191964,2.314201306,2.340722068
1.067413625,1.430419101,1.754412473,2.025256715,2.235102224,2.389542046,2.42118576
1.093064358,1.471544447,1.806258913,2.084933082,2.300365846,2.458668228,2.49519996
1.117372475,1.509958398,1.854169427,2.13967197,2.359936533,2.521558983,2.562741036
1.140265347,1.545571201,1.898066665,2.189422489,2.413793164,2.57822009,2.623815232
1.161677407,1.578306189,1.937890672,2.234153713,2.461935888,2.628679155,2.678453345
1.181550152,1.608099147,1.973597245,2.273851914,2.504382328,2.672980984,2.726705584
1.199832104,1.634897643,2.005156318,2.30851791,2.541163983,2.711183237,2.768636705
1.216478758,1.658660351,2.032550403,2.338164564,2.572322912,2.743352457,2.804321522
1.231452503,1.67935639,2.055773125,2.362814502,2.597908729,2.769560511,2.833840862
1.244722528,1.696964683,2.074827876,2.382498072,2.617975979,2.789881525,2.857278024
1.256264721,1.711473352,2.08972662,2.397251591,2.632581928,2.804389315,2.874715783
1.266061563,1.722879178,2.100488862,2.407115884,2.641784764,2.813155361,2.886233963
1.274102009,1.73118711,2.107140799,2.412135149,2.645642259,2.816247314,2.891907598
1.280381381,1.736409852,2.109714655,2.412356146,2.644210863,2.813728048,2.891805673
1.284901257,1.738567526,2.108248217,2.407827701,2.637545248,2.805655243,2.885990449
1.287669367,1.73768741,2.102784559,2.39860054,2.625698277,2.792081487,2.874517355
1.288699489,1.733803756,2.093371958,2.384727427,2.608721384,2.773054861,2.857435416
1.288011362,1.726957691,2.080063986,2.366263583,2.586665343,2.748619993,2.834788194
1.285630591,1.717197185,2.062919777,2.343267385,2.559581385,2.718819533,2.806615208
1.281588571,1.70457709,2.042004445,2.3158013,2.52752264,2.683696005,2.772953784
1.275922409,1.689159245,2.017389631,2.283933025,2.490545861,2.643294004,2.733841289
1.268674844,1.671012624,1.98915417,2.247736815,2.44871337,2.597662669,2.68931771
1.259894179,1.650213534,1.957384847,2.207294938,2.402095209,2.546858381,2.639428495
1.2496342,1.62684584,1.922177213,2.16269924,2.350771407,2.49094763,2.58422761
1.237954094,1.601001205,1.883636449,2.114052762,2.294834336,2.430009984,2.523780756
1.224918364,1.572779336,1.841878229,2.061471377,2.234391094,2.364141087,2.45816864
1.210596717,1.542288226,1.797029575,2.005085392,2.169565845,2.29345563,2.387490273
1.195063956,1.50964436,1.749229663,1.945041088,2.10050207,2.218090203,2.311866177
1.178399838,1.474972901,1.698630555,1.881502131,2.027364662,2.138205984,2.23144145
1.160688914,1.43840781,1.645397831,1.814650838,1.950341822,2.053991176,2.146388608
1.142020351,1.400091914,1.589711104,1.744689233,1.869646682,1.965663129,2.056910127
1.12248771,1.360176896,1.531764372,1.671839882,1.785518617,1.873470092,1.963240614
1.102188708,1.3188232,1.471766215,1.596346443,1.698224201,1.777692526,1.865648539
1.081224938,1.276199844,1.409939797,1.518473941,1.608057761,1.678643936,1.764437477
1.059701556,1.232484132,1.346522675,1.438508702,1.515341494,1.576671176,1.659946791
1.037726932,1.187861256,1.281766388,1.35675797,1.42042514,1.472154197,1.55255174
1.015412262,1.142523796,1.215935836,1.27354917,1.323685166,1.365505212,1.442662955
0.992871151,1.096671101,1.149308435,1.189228817,1.22552349,1.257167278,1.33072528
0.970219145,1.050508565,1.082173059,1.104161091,1.126365717,1.147612287,1.217215974
0.947573246,1.004246787,1.014828766,1.018726073,1.02665893,1.037338402,1.102642283
0.925051381,0.958100641,0.947583327,0.933317665,0.926869043,0.926866945,0.987538406
0.902771851,0.912288236,0.880751573,0.848341226,0.827477763,0.816738807,0.8724619
0.880852745,0.867029802,0.814653576,0.764210951,0.728979201,0.707510416,0.757989574
0.85941134,0.822546484,0.749612679,0.681347028,0.631876193,0.599749348,0.644712953
0.838563476,0.779059088,0.685953421,0.600172625,0.536676375,0.494029643,0.533233376
0.818422926,0.736786761,0.623999354,0.521110738,0.443888104,0.390926921,0.424156825
0.79910075,0.695945642,0.564070812,0.444580962,0.354016265,0.291013374,0.318088586
0.780704657,0.656747484,0.506482639,0.370996225,0.267558053,0.194852737,0.215627822
0.763338359,0.619398277,0.451541907,0.300759534,0.184998791,0.102995315,0.117362182
0.747100949,0.584096865,0.399545667,0.23426078,0.106807844,0.015973142,0.023862513
0.732086285,0.551033599,0.350778747,0.171873643,0.033434697,-0.065704636,-0.064322221
0.718382401,0.52038902,0.305511624,0.113952636,-0.03469476,-0.141556104,-0.146669741
0.706070943,0.492332591,0.263998398,0.06083032,-0.09718169,-0.211130591,-0.222688912
0.695226642,0.4670215,0.226474884,0.012814722,-0.153657479,-0.274012305,-0.291923808
0.685916826,0.44459953,0.193156845,-0.029813032,-0.203786593,-0.329823581,-0.353957349
0.678200971,0.425196025,0.164238372,-0.066800833,-0.247269106,-0.378227702,-0.408414488
0.67213031,0.408924944,0.139890433,-0.097927476,-0.28384289,-0.418931311,-0.454964936
0.667747484,0.395884024,0.120259594,-0.123004271,-0.313285468,-0.45168642,-0.493325447
0.66508626,0.386154058,0.105466918,-0.141876413,-0.335415542,-0.476292013,-0.523261658
0.664171296,0.379798284,0.095607053,-0.154424094,-0.350094194,-0.492595291,-0.544589524
0.665017982,0.3768619,0.090747507,-0.160563355,-0.357225794,-0.50049256,-0.557176376
0.667632331,0.377371711,0.090928113,-0.1602467,-0.356758601,-0.4999298,-0.560941614
0.672010942,0.381335895,0.096160684,-0.153463466,-0.348685098,-0.490902927,-0.555857091
0.678141027,0.38874391,0.106428861,-0.140239954,-0.333042053,-0.473457776,-0.541947181
0.6860005,0.399566528,0.121688154,-0.120639323,-0.309910317,-0.447689806,-0.519288581
0.695558133,0.413756,0.141866171,-0.094761255,-0.279414376,-0.413743537,-0.488009825
0.706773772,0.431246355,0.166863039,-0.062741382,-0.241721626,-0.371811716,-0.44829053
0.719598611,0.45195383,0.196552015,-0.024750479,-0.197041403,-0.322134204,-0.400360368
0.733975533,0.47577742,0.230780292,0.019006579,-0.145623723,-0.264996567,-0.344497736
0.74983949,0.502599556,0.269369983,0.068292113,-0.087757748,-0.200728353,-0.281028117
0.767117949,0.532286901,0.312119306,0.122837172,-0.023769956,-0.12970104,-0.210322102
0.785731373,0.56469126,0.358803935,0.182343319,0.045978002,-0.052325624,-0.132793043
0.805593748,0.599650588,0.409178547,0.246484671,0.121091751,0.030950147,-0.048894338
0.826613145,0.636990105,0.462978521,0.314910179,0.201146966,0.119644936,0.040883706
0.848692313,0.676523497,0.519921815,0.387246151,0.285692457,0.213247338,0.136017404
0.871729298,0.71805419,0.579710979,0.463099004,0.374253558,0.311219788,0.235953635
0.895618079,0.761376697,0.642035305,0.542058217,0.466335797,0.413002804,0.340114181
0.920249216,0.806278015,0.70657309,0.62369948,0.561428827,0.518019555,0.447900422
0.945510512,0.852539056,0.772993988,0.707587984,0.65901056,0.625680684,0.558698354
0.971287664,0.899936117,0.840961426,0.793281833,0.758551479,0.735389345,0.671883861
0.997464919,0.948242341,0.91013506,0.880335527,0.859519041,0.846546368,0.786828176
1.023925714,0.997229182,0.980173237,0.968303465,0.961382131,0.95855548,0.902903443
1.050553301,1.046667845,1.050735421,1.056743426,1.06361548,1.070828481,1.019488281
1.077231348,1.096330679,1.121484577,1.145219962,1.165703974,1.182790295,1.13597326
1.103844521,1.14599252,1.19208944,1.233307657,1.267146779,1.293883781,1.251766168
1.130279023,1.195431964,1.262226678,1.320594188,1.367461208,1.403574235,1.366296977
1.156423111,1.244432545,1.331582879,1.40668315,1.466186248,1.511353468,1.479022409
1.182167568,1.292783825,1.399856366,1.491196579,1.562885696,1.616743402,1.589430003
1.20740614,1.340282371,1.466758789,1.573777143,1.657150834,1.719299093,1.697041599
1.232035928,1.386732608,1.532016489,1.654089965,1.748602597,1.818611148,1.801416184
1.255957737,1.431947557,1.59537161,1.731824044,1.836893204,1.914307471,1.902152038
1.27907639,1.475749431,1.656582948,1.806693259,1.921707228,2.006054331,1.998888147
1.301300985,1.517970111,1.715426532,1.878436954,2.002762091,2.093556741,2.091304872
1.322545125,1.558451478,1.771695932,1.94682009,2.079807992,2.176558144,2.179123872
1.3427271,1.597045626,1.825202318,2.011632992,2.152627286,2.254839455,2.262107306
1.361770026,1.633614946,1.875774246,2.072690695,2.221033348,2.328217478,2.340056355
1.379601963,1.668032092,1.923257226,2.129831931,2.284868958,2.396542768,2.412809105
1.396155986,1.700179848,1.96751306,2.182917782,2.344004261,2.459696998,2.480237883
1.411370232,1.729950895,2.008419008,2.231830054,2.398334365,2.517589904,2.542246095
1.425187925,1.757247494,2.04586677,2.276469403,2.447776644,2.570155904,2.598764682
1.437557374,1.781981109,2.079761362,2.316753283,2.492267818,2.617350457,2.649748269
1.448431956,1.804071974,2.110019878,2.352613763,2.531760873,2.659146279,2.695171103
1.457770084,1.823448624,2.136570202,2.383995261,2.566221922,2.695529484,2.735022901
1.465535168,1.840047412,2.159349692,2.410852273,2.595627048,2.726495746,2.769304669
1.471695567,1.85381202,2.178303875,2.433147126,2.619959235,2.752046569,2.798024603
1.476224544,1.864692986,2.193385192,2.450847836,2.63920543,2.772185747,2.821194177
1.479100211,1.872647259,2.204551809,2.463926094,2.653353811,2.786916073,2.838824435
1.48030551,1.877637816,2.211766576,2.472355468,2.662391338,2.796236397,2.850922724
1.479828112,1.879633261,2.214996031,2.476109764,2.66630155,2.800139001,2.857489434
1.477660621,1.878607787,2.214209874,2.475161943,2.665063018,2.798607691,2.85851647
1.473799719,1.874540139,2.209379553,2.469482284,2.658647134,2.79161532,2.853981939
1.468249314,1.867416678,2.200481062,2.459040879,2.647020351,2.77912583,2.843859465
1.461008787,1.857219602,2.18748304,2.443795566,2.63013197,2.761081925,2.828082656
1.452116959,1.843971012,2.170390856,2.423736014,2.60795821,2.737449134,2.806653209
1.441488101,1.827568991,2.149082752,2.398719919,2.580338458,2.708052086,2.779314907
1.429419066,1.808295491,2.123818489,2.368982312,2.547485065,2.673084669,2.746467851
1.411707469,1.781933137,2.090355046,2.330250471,2.505097743,2.628224055,2.706228712
1.383894561,1.744038432,2.044246658,2.278065055,2.448699994,2.568977844,2.653218798
1.346356667,1.695056684,1.985979578,2.212930202,2.378800253,2.495852863,2.585525938
1.299676622,1.635672633,1.916304486,2.135632009,2.29620052,2.409657035,2.504252476
1.244690483,1.566852953,1.836276437,2.047277203,2.20203454,2.311537437,2.410263698
1.182394471,1.489746871,1.747151218,1.949186998,2.097660321,2.202872123,2.304871718
1.113927671,1.40566198,1.650356477,1.842865388,1.98462684,2.08523598,2.189557397
1.040528632,1.316013323,1.547435486,1.729939526,1.864612419,1.960337923,2.065984763
0.963495306,1.222275877,1.439994211,1.612103215,1.739366005,1.829960842,1.935919388
0.884142654,1.12593522,1.329646771,1.49105881,1.610646768,1.695899747,1.80117228
0.80376168,1.028440541,1.217963774,1.368462221,1.480166894,1.559903108,1.663536964
0.72358097,0.931161374,1.106425158,1.24587286,1.349539506,1.423619426,1.524733063
0.644732377,0.835349856,0.996379487,1.124710609,1.220233943,1.288551321,1.386355708
0.568222033,0.742109733,0.889011041,1.006221248,1.093539878,1.156018704,1.249833586
0.494907684,0.65237307,0.785315606,0.891451264,0.970541281,1.027132062,1.116396711
0.425483008,0.566885159,0.686085436,0.781232524,0.852100674,0.90277633,0.987054735
0.360469289,0.486197808,0.591903407,0.676176742,0.738853618,0.783605281,0.862586006
0.300214472,0.410670793,0.503146013,0.576679305,0.631212928,0.670045905,0.743537036
0.244899343,0.340480957,0.419994493,0.482931643,0.529381732,0.562311838,0.630231645
0.194550262,0.275638165,0.342453106,0.394940995,0.433374152,0.460424591,0.522788653
0.14905762,0.216007022,0.270373297,0.312556238,0.343042165,0.364241055,0.421146656
0.108199001,0.161333176,0.203482399,0.235498242,0.25810705,0.273485637,0.325094445
0.071665738,0.111272704,0.141415234,0.163393047,0.178193599,0.187785152,0.234304684
0.039091817,0.065423425,0.083747345,0.095806471,0.102865671,0.106704989,0.148371115
0.01008264,0.023355555,0.030027175,0.032277419,0.031660248,0.029783677,0.066840292
-0.015753728,-0.015355696,-0.020190236,-0.027647625,-0.035877498,-0.043431682,-0.010739023
-0.038789238,-0.051112087,-0.067324617,-0.08439551,-0.100174832,-0.113365842,-0.084835887
-0.059317462,-0.084233619,-0.111711466,-0.138307218,-0.161572119,-0.180355999,-0.15573589
-0.078614808,-0.116020531,-0.154664715,-0.19070107,-0.221386428,-0.245715688,-0.25680228
